Feature,Material_Feature,Mean_Absolute_SHAP,Mean_SHAP,Correlation
elements__B_at_pct,b_at_pct,0.45052882063837446,-0.45052882063837446,-0.06205178919154396
categorical__Phase_Other,phase_other,0.40474392848695606,0.00814975887736393,-0.2536850291816782
categorical__Phase_FCC+BCC+B2,phase_fcc+bcc+b2,0.3434731338096774,0.08445220003427185,0.13083159983384107
categorical__Precipitate_Info_3,precipitate_info_3,0.27822316081541426,0.11776143526177836,-0.8476087560916753
categorical__Phase_FCC + Im,phase_fcc + im,0.2287633266907666,-0.005795785779357997,0.9634697800251488
categorical__Phase_BCC+HCP,phase_bcc+hcp,0.21867136707262763,-0.14442371243353022,0.7010514274489501
categorical__Alloy_Class_MPEA/HEA,alloy_class_mpea/hea,0.19730723380937432,0.035955040183125085,0.04474942167368029
elements__C_at_pct,c_at_pct,0.17764371761635334,-0.11222024970913681,0.9731795933808416
categorical__Processing_Method_Button flipped and re-melted five times to achieve compositional homogeneity; 0; Solutionizing treatment in a vacuum-sealed quartz tube followed by water quenching; 1,processing_method_button flipped and re-melted five times to achieve compositional homogeneity; 0; solutionizing treatment in a vacuum-sealed quartz tube followed by water quenching; 1,0.10946648777306558,-0.032190229755285696,0.9664860326263586
categorical__Processing_Method_0; 0; 0; 0,processing_method_0; 0; 0; 0,0.09954145724096537,0.07058873781374375,-0.502565232348211
categorical__Phase_Face‑Centered Cubic (FCC),phase_face‑centered cubic (fcc),0.09415127325068129,-0.06813949614881636,0.8662918390026242
elements__Zn_at_pct,zn_at_pct,0.0443169728834913,-0.013188094405279604,0.9842975850527728
elements__Sn_at_pct,sn_at_pct,0.040010920799451385,-0.004206281650864375,0.8515048179861748
elements__Re_at_pct,re_at_pct,0.02133358415885819,-0.0013687740848096833,-0.9153188923849944
categorical__Processing_Method_Yes; Yes; Yes; 1,processing_method_yes; yes; yes; 1,0.012417352110041082,-0.0020613201514373364,0.8450559540753734
categorical__Processing_Method_Solution treatment performed immediately after casting (as‑cast); 0; Annealing after forging; 1,processing_method_solution treatment performed immediately after casting (as‑cast); 0; annealing after forging; 1,0.006720809823073696,0.003093636821772177,-0.7103337167383047
