candidate_id,composition,n_elements,Al,Co,Cr,Cu,Fe,Mn,Mo,Nb,Ni,Ti,V,W,composition_sum,valid_composition,Predicted_YS_MPa,Predicted_UTS_MPa,Predicted_Elongation_pct,Predicted_Hardness_HV,UTS_to_YS_Ratio,UTS_YS_Consistency,YS_Score,UTS_Score,Elongation_Score,Hardness_Score,Balanced_Score,Pareto_Optimal,Overall_Rank,YS_Ensemble_Mean_MPa,YS_Uncertainty_STD_MPa,YS_Relative_Uncertainty,Uncertainty_Risk,Predicted_YS_MPa_Normalized,Predicted_UTS_MPa_Normalized,Predicted_Elongation_pct_Normalized,Predicted_Hardness_HV_Normalized,Performance_Score,Uncertainty_Penalty,Uncertainty_Aware_Score,Final_Rank,Novelty_35D_Distance,Nearest_Experimental_Record_ID,Nearest_Experimental_Alloy,Nearest_Experimental_Composition,Novelty_35D_Percentile,Novelty_35D_Score,Discovery_35D_Score,Discovery_35D_Rank,Novelty_35D_Category
CAND_01687,Al43.28Cr21.23Cu9.30Ti26.19,4,43.28,0.0,21.23,9.3,0.0,0.0,0.0,0.0,0.0,26.19,0.0,0.0,100.0,True,1153.7106,1595.7526,50.573265,633.3050333333333,1.3831481133236352,True,0.66415954,0.8051407346932892,0.5608741976787609,0.9214251376643524,0.7192224073463025,False,12,1294.5698527018228,211.3070164573332,0.1632256583268383,Medium,0.6641595400680946,0.8051407346932892,0.5608741976787609,0.9214251376643524,0.7378999025261244,0.1632256583268383,0.6343566248250624,5,2.802240513535437,R01113,Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,Al:47.0146;Co:11.0014;Cr:22.0028;Cu:4.9835;Fe:10.0141;Ni:4.9835,31.819999999999997,0.31355585317283474,0.6843815359459278,11,Moderate
CAND_02156,Al44.04Cr13.99Cu8.33Mn8.92Mo8.03Nb16.69,6,44.04,0.0,13.99,8.33,0.0,8.92,8.03,16.69,0.0,0.0,0.0,0.0,100.0,True,1087.7585,1546.5494,51.430122,623.031,1.4217763741962388,True,0.60915744,0.7665003350148223,0.5761996429272865,0.8994087700889235,0.6916585715845067,False,26,1419.30673828125,194.92942580345613,0.1373412952576491,Low,0.6091573732018376,0.7665003350148223,0.5761996429272865,0.8994087700889235,0.7128165303082175,0.1373412952576491,0.626739337857893,6,2.6685202332498323,R01116,Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,Al:47.0367;Co:7.0085;Cr:15.9925;Cu:8.9840;Fe:15.9925;Ni:4.9859,26.279999999999998,0.29558064517043503,0.6837036174234268,12,Moderate
CAND_03613,Al40.86Cr5.87Cu18.13Nb13.69W21.45,5,40.86,0.0,5.87,18.13,0.0,0.0,0.0,13.69,0.0,0.0,0.0,21.45,100.0,True,952.45917,1495.3218,41.934822,585.684,1.5699589557792388,True,0.49632165,0.7262701276590277,0.4063700211020276,0.8193773692590445,0.591276649430326,False,376,1383.1501953125,153.1969172215096,0.1107594227587823,Low,0.4963215980627177,0.7262701276590277,0.4063700211020276,0.8193773692590445,0.6120847790207044,0.1107594227587823,0.5510507194262421,89,4.4113602473290765,R00400,Al1 Co0.333 Cr0.333 Cu0.333 Fe0.333,Al:42.8816;Co:14.2796;Cr:14.2796;Cu:14.2796;Fe:14.2796,88.36,0.5298600805789486,0.6822884066417849,13,Very High
CAND_00360,Al36.19Fe14.32Nb14.13W35.36,4,36.19,0.0,0.0,0.0,14.32,0.0,0.0,14.13,0.0,0.0,0.0,35.36,100.0,True,1018.3706,1538.9116,42.33925,520.262,1.5111508440403658,True,0.55128986,0.7605021957746062,0.4136034791597557,0.6791836641396949,0.5988160380536678,False,333,1374.7161743164063,185.7520728657753,0.135120307985132,Low,0.5512898473110904,0.7605021957746062,0.4136034791597557,0.6791836641396949,0.6011447965962868,0.135120307985132,0.5295868573291006,167,5.375493147505034,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,97.6,0.6594626314082217,0.6816511344863604,14,Extreme
CAND_00792,Al43.54Cr22.27Fe13.73W20.46,4,43.54,0.0,22.27,0.0,13.73,0.0,0.0,0.0,0.0,0.0,0.0,20.46,100.0,True,907.08057,1777.7228,49.013107,618.6953333333333,1.959829000684179,True,0.45847714,0.948046099742118,0.532969756204805,0.8901178102564138,0.688717082354187,False,132,1337.6447672526042,238.9350251856476,0.1786236757583984,High,0.4584771423235202,0.948046099742118,0.532969756204805,0.8901178102564138,0.7074027021317142,0.1786236757583984,0.6001938673737639,15,3.797554479605774,R01113,Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,Al:47.0146;Co:11.0014;Cr:22.0028;Cu:4.9835;Fe:10.0141;Ni:4.9835,72.78,0.4473498859821851,0.6768467991478961,15,High
CAND_02712,Al32.79Cu6.27Mn6.88Ni18.69Ti10.30W25.07,6,32.79,0.0,0.0,6.27,0.0,6.88,0.0,0.0,18.69,10.3,0.0,25.07,100.0,True,1015.84656,1474.9929,56.744392,471.7985333333334,1.4519839526353324,True,0.54918486,0.7103053769716012,0.671248821402671,0.5753306337381775,0.6319588771030334,False,215,1415.5148274739583,213.8085015806629,0.1510464584551279,Medium,0.5491848700737151,0.7103053769716012,0.671248821402671,0.5753306337381775,0.6265174255465412,0.1510464584551279,0.5443024657644305,106,4.82937645602985,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,93.97999999999999,0.5860514696765666,0.6694224113645386,16,Extreme
CAND_03577,Al43.94Co18.64Cr30.43W6.99,4,43.94,18.64,30.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,100.0,True,945.67615,1799.2856,63.378998,669.9723333333334,1.902644583804861,True,0.49066475,0.9649798603549816,0.789913068760795,1.0,0.7841716623189023,False,2,1338.0238810221354,265.9985461982956,0.1987995505693781,High,0.4906647532026274,0.9649798603549816,0.789913068760795,1.0,0.811389420579601,0.1987995505693781,0.6768349389138709,1,1.463266399949656,R01128,Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,Al:43.0108;Co:22.0215;Cr:24.9892;Fe:4.9892;Ni:4.9892,2.5,0.1335656665674286,0.667395875246807,17,Low
CAND_03379,Al31.77Co16.08Cu10.90Ti17.88W23.37,5,31.77,16.08,0.0,10.9,0.0,0.0,0.0,0.0,0.0,17.88,0.0,23.37,100.0,True,962.15344,1502.3307,56.844307,511.4007333333334,1.5614252715028658,True,0.50440633,0.7317743773278786,0.6730358662211257,0.6601947337179626,0.6381423926824713,False,201,1328.2458902994792,211.03922274678743,0.1588856583619502,Medium,0.5044063422359366,0.7317743773278786,0.6730358662211257,0.6601947337179626,0.6423528298757258,0.1588856583619502,0.5542849074374362,81,4.578862881616538,R01592,Al1 Co1 Cr0.091 Nb0.727 W0.212,Al:33.0033;Co:33.0033;Cr:3.0033;Nb:23.9934;W:6.9967,90.8,0.5523764459786938,0.6668704393899845,18,Extreme
CAND_01212,Al35.04Co17.31Cr29.08Nb12.60Ti5.97,5,35.04,17.31,29.08,0.0,0.0,0.0,0.0,12.6,0.0,5.97,0.0,0.0,100.0,True,1145.7308,1843.8789,59.48518,557.0157333333334,1.6093473647873544,True,0.6575047,1.0,0.7202695990024529,0.7579437456561352,0.7910103708912546,False,1,1324.7680257161458,239.47948092000567,0.1807708793322871,High,0.6575046148851306,1.0,0.7202695990024529,0.7579437456561352,0.7839294898859297,0.1807708793322871,0.6639132990214267,2,1.6094320523206724,R01089,Al1 Co0.5 Cr1 Fe0.147 Ni0.294,Al:34.0020;Co:17.0010;Cr:34.0020;Fe:4.9983;Ni:9.9966,3.66,0.1532138306197613,0.6664513187179786,19,Low
CAND_02137,Al18.37Cr36.64Nb15.18Ti24.76W5.05,5,18.37,0.0,36.64,0.0,0.0,0.0,0.0,15.18,0.0,24.76,0.0,5.05,100.0,True,1225.6493,1719.69,56.201027,356.962,1.4030848883409317,True,0.72415435,0.9024716129920584,0.6615303846536392,0.3292458443544578,0.7027572656369636,False,20,1414.1574300130208,156.1514729033803,0.1104201481315574,Low,0.7241543602715694,0.9024716129920584,0.6615303846536392,0.3292458443544578,0.6543505505679311,0.1104201481315574,0.5892819503221106,23,2.7393703759958337,R01819,AlCr1.5NbTiV,Al:18.1818;Cr:27.2727;Nb:18.1818;Ti:18.1818;V:18.1818,29.020000000000003,0.30510460107404963,0.6624555884556577,20,Moderate
